,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.16193578408562126,0.9548872180451125,0.41362871564778453,0.75,0.1162361623616236,0.5816135084427767,0.5792452830188679,0.5567765567765568
1,0.5,0.5,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.21241830065359477,0.16193578408562126,1.0,0.41615255187885575,0.75,0.1180811808118081,0.575984990619137,0.5735849056603775,0.5567765567765568
2,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.9849624060150375,0.40942232192933253,0.75,0.1162361623616236,0.5816135084427767,0.5792452830188679,0.5622710622710623
3,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.9473684210526314,0.4383062254627033,0.75,0.1180811808118081,0.575984990619137,0.5792452830188679,0.5622710622710623
4,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.9323308270676689,0.43325855300056076,0.75,0.11254612546125459,0.5647279549718576,0.5679245283018868,0.5512820512820513
5,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.9097744360902253,0.435782389231632,0.75,0.09963099630996311,0.5703564727954973,0.5735849056603775,0.5512820512820513
6,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.9624060150375935,0.430173864273696,0.75,0.0959409594095941,0.5590994371482176,0.5622641509433963,0.5457875457875458
7,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.9473684210526314,0.430173864273696,0.75,0.0940959409594096,0.5703564727954973,0.5679245283018868,0.5457875457875458
8,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.9473684210526314,0.42007851934941104,0.75,0.0959409594095941,0.5590994371482176,0.5622641509433963,0.5457875457875458
9,0.5,0.5,0.4761904761904763,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16193578408562126,0.9022556390977443,0.43325855300056076,0.75,0.1199261992619926,0.5703564727954973,0.5679245283018868,0.5567765567765568
10,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16193578408562126,0.9022556390977443,0.439988782950084,0.75,0.1180811808118081,0.5703564727954973,0.5735849056603775,0.5567765567765568
11,0.5,0.5,0.4761904761904763,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16193578408562126,0.9022556390977443,0.43325855300056076,0.75,0.09963099630996311,0.5703564727954973,0.5679245283018868,0.5512820512820513
12,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16193578408562126,0.9022556390977443,0.4383062254627033,0.75,0.0940959409594096,0.5703564727954973,0.5679245283018868,0.5512820512820513
13,0.5,0.5,0.4761904761904763,0.4761904761904763,0.5238095238095237,0.21241830065359477,0.16193578408562126,0.9022556390977443,0.44335389792484564,0.75,0.1199261992619926,0.575984990619137,0.5735849056603775,0.5567765567765568
14,0.5,0.5,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.21241830065359477,0.16193578408562126,0.9248120300751879,0.41839596186203015,0.75,0.1199261992619926,0.5647279549718576,0.5622641509433963,0.5457875457875458
15,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.8195488721804511,0.435782389231632,0.75,0.1180811808118081,0.5853658536585367,0.5830188679245283,0.5659340659340659
16,0.5,0.5,0.5238095238095237,0.4761904761904763,0.5238095238095237,0.21241830065359477,0.16240111679851088,0.7894736842105261,0.4573752103196859,0.75,0.11439114391143909,0.5853658536585367,0.5830188679245283,0.5659340659340659
17,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.7819548872180446,0.4565339315759955,0.75,0.1180811808118081,0.5816135084427767,0.5830188679245283,0.5659340659340659
18,0.5,0.5,0.4761904761904763,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.7744360902255636,0.4484015703869882,0.75,0.1199261992619926,0.5853658536585367,0.5830188679245283,0.5659340659340659
19,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.8045112781954886,0.43325855300056076,0.75,0.1180811808118081,0.575984990619137,0.5792452830188679,0.5622710622710623
20,0.5,0.5,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.21241830065359477,0.16240111679851088,0.8270676691729322,0.4408300616937744,0.75,0.1199261992619926,0.5853658536585367,0.5830188679245283,0.5622710622710623
21,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.1628664495114005,0.7819548872180446,0.4632641615255187,0.75,0.1199261992619926,0.5909943714821764,0.588679245283019,0.5714285714285714
22,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.1628664495114005,0.8195488721804511,0.4489624228827817,0.75,0.1180811808118081,0.5909943714821764,0.588679245283019,0.5659340659340659
23,0.5,0.5,0.5238095238095237,0.5238095238095237,0.5238095238095237,0.21241830065359477,0.1628664495114005,0.8270676691729322,0.45232753785754337,0.75,0.1180811808118081,0.5853658536585367,0.5830188679245283,0.5622710622710623
24,0.5,0.5,0.5238095238095237,0.5238095238095237,0.4761904761904763,0.21241830065359477,0.1628664495114005,0.8345864661654137,0.4425126191811552,0.75,0.1180811808118081,0.5853658536585367,0.5830188679245283,0.5622710622710623
25,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.1628664495114005,0.8421052631578947,0.44587773415591686,0.75,0.1162361623616236,0.5853658536585367,0.5830188679245283,0.5622710622710623
26,0.5,0.5,0.5238095238095237,0.4761904761904763,0.5238095238095237,0.21241830065359477,0.1628664495114005,0.8195488721804511,0.4408300616937744,0.75,0.1180811808118081,0.5853658536585367,0.5830188679245283,0.5659340659340659
27,0.5,0.5,0.5238095238095237,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.8045112781954886,0.45232753785754337,0.75,0.1199261992619926,0.5909943714821764,0.588679245283019,0.5714285714285714
28,0.5,0.5,0.4761904761904763,0.4761904761904763,0.4761904761904763,0.21241830065359477,0.16240111679851088,0.8421052631578947,0.4467190128996073,0.75,0.1180811808118081,0.5853658536585367,0.5830188679245283,0.5659340659340659
